City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Vao,NC,2022-01-06 05:03:31,-22.6667,167.4833,78.35,78,100,17.25
295,Alofi,NU,2022-01-06 05:03:31,-19.0595,-169.9187,80.35,74,96,0.85
296,Salvador,SV,2022-01-06 05:00:06,13.8333,-88.9167,69.04,74,0,0.81
297,Hambantota,LK,2022-01-06 05:03:32,6.1241,81.1185,84.54,84,20,14.97
298,Comodoro Rivadavia,AR,2022-01-06 05:03:32,-45.8667,-67.5,71.1,42,3,5.73
299,Nome,US,2022-01-06 05:03:33,64.5011,-165.4064,7.16,63,2,2.71
300,Pathein,MM,2022-01-06 05:03:33,16.7833,94.7333,84.76,42,21,4.68
301,Boa Vista,BR,2022-01-06 05:00:46,2.8197,-60.6733,76.98,69,0,8.05
302,Kaduqli,SD,2022-01-06 05:03:34,11.0167,29.7167,66.49,30,15,9.8
303,Okakarara,NA,2022-01-06 05:03:34,-20.5833,17.4333,69.69,37,69,1.23
304,Saint-Augustin,CA,2022-01-06 05:03:35,51.226,-58.6502,7.52,95,100,8.93
305,Pochutla,MX,2022-01-06 05:03:35,15.7432,-96.4661,77.83,83,1,3.02
306,Sheltozero,RU,2022-01-06 05:03:35,61.3667,35.3667,27.36,90,100,9.8
307,Coihaique,CL,2022-01-06 05:03:08,-45.5752,-72.0662,50.7,97,3,4.9
308,Kununurra,AU,2022-01-06 04:58:58,-15.7667,128.7333,103.39,26,99,12.08
309,Markova,UA,2022-01-06 05:03:36,48.6758,24.4138,33.39,93,100,1.59
310,Alta Floresta,BR,2022-01-06 05:01:10,-9.8756,-56.0861,71.91,98,100,2.93
311,Yucca Valley,US,2022-01-06 05:03:05,34.1142,-116.4322,54.32,48,6,4.0
312,Lompoc,US,2022-01-06 05:02:44,34.6391,-120.4579,60.69,63,1,3.44
313,Kailua,US,2022-01-06 05:01:11,21.4022,-157.7394,75.02,87,4,7.96
314,Rio Gallegos,AR,2022-01-06 05:02:03,-51.6226,-69.2181,54.23,87,100,10.67
315,Yaan,NG,2022-01-06 05:04:38,7.3833,8.5667,73.22,31,46,5.99
316,Thinadhoo,MV,2022-01-06 05:04:38,0.5333,72.9333,81.61,77,95,8.57
317,Tautira,PF,2022-01-06 05:04:39,-17.7333,-149.15,84.0,75,95,9.28
318,Victoria,HK,2022-01-06 05:02:31,22.2855,114.1577,77.97,78,22,1.99
319,Lata,PT,2022-01-06 05:04:39,40.1629,-8.3327,48.81,96,6,1.74
320,Bilibino,RU,2022-01-06 05:04:40,68.0546,166.4372,-2.96,83,78,3.47
321,Sao Filipe,CV,2022-01-06 05:04:40,14.8961,-24.4956,73.85,71,83,8.01
322,Chifeng,CN,2022-01-06 05:00:28,42.2683,118.9636,28.94,34,0,2.91
323,Aripuana,BR,2022-01-06 05:04:41,-9.1667,-60.6333,71.87,100,97,1.45
324,Bethel,US,2022-01-06 05:04:41,41.3712,-73.414,40.5,91,90,0.0
325,Tanout,NE,2022-01-06 05:04:42,14.9709,8.8879,60.1,28,13,10.47
326,Dinard,FR,2022-01-06 05:04:43,48.6314,-2.0614,43.68,59,90,5.75
327,Llanelli,GB,2022-01-06 05:04:43,51.682,-4.1619,46.47,71,27,10.63
328,Wilkie,CA,2022-01-06 05:04:43,52.4168,-108.7014,-32.42,74,73,4.99
329,Grindavik,IS,2022-01-06 05:04:44,63.8424,-22.4338,41.47,81,90,40.29
330,Jumla,NP,2022-01-06 05:01:18,29.2747,82.1838,44.82,92,97,1.52
331,Whitehorse,CA,2022-01-06 05:04:45,60.7161,-135.0538,-42.7,64,52,1.99
332,Sobolevo,RU,2022-01-06 05:04:45,54.4299,31.8996,31.87,99,100,7.18
333,Batticaloa,LK,2022-01-06 05:04:45,7.7102,81.6924,81.37,79,73,15.08
334,Vila,PT,2022-01-06 05:04:46,42.0304,-8.1588,38.32,95,55,1.68
335,Libenge,CD,2022-01-06 05:04:46,3.65,18.6333,71.01,55,100,1.72
336,Buraydah,SA,2022-01-06 05:04:47,26.326,43.975,50.32,67,0,3.74
337,Lakes Entrance,AU,2022-01-06 05:04:47,-37.8811,147.981,75.16,80,100,4.72
338,Chivilcoy,AR,2022-01-06 05:04:47,-34.8957,-60.0167,62.02,10,0,7.0
339,Clarence Town,AU,2022-01-06 05:04:48,-32.5833,151.7833,82.81,64,87,12.8
340,Pasni,PK,2022-01-06 05:02:10,25.2631,63.471,70.09,45,96,2.39
341,Tomatlan,MX,2022-01-06 05:04:49,19.9333,-105.25,65.3,92,41,2.55
342,Rio De Janeiro,BR,2022-01-06 05:03:36,-22.9028,-43.2075,79.92,85,100,4.59
343,Moron,AR,2022-01-06 05:04:49,-34.6534,-58.6198,68.99,65,0,4.0
344,Mar Del Plata,AR,2022-01-06 05:04:50,-38.0023,-57.5575,60.87,74,33,1.01
345,Belmopan,BZ,2022-01-06 05:04:50,17.25,-88.7667,68.38,98,8,2.37
346,Kahului,US,2022-01-06 05:01:11,20.8947,-156.47,75.85,91,7,1.01
347,Bac Lieu,VN,2022-01-06 05:04:51,9.285,105.7244,84.51,64,86,15.26
348,Fare,PF,2022-01-06 05:04:51,-16.7,-151.0167,81.68,71,79,5.84
349,Winslow,US,2022-01-06 05:04:51,35.0242,-110.6974,33.98,75,1,5.75
350,Gamba,GA,2022-01-06 05:04:52,-2.65,10.0,75.96,93,50,3.67
351,Buala,SB,2022-01-06 05:04:52,-8.145,159.5921,85.03,70,97,5.73
352,Usoke,TZ,2022-01-06 05:04:53,-5.1667,32.35,65.52,92,94,3.91
353,Demba,CD,2022-01-06 05:04:53,-5.51,22.2667,66.81,95,100,1.41
354,Teguldet,RU,2022-01-06 05:04:54,57.3064,88.1667,6.51,91,99,8.41
355,Veinticinco De Mayo,AR,2022-01-06 05:04:54,-35.4323,-60.1727,62.06,69,0,8.12
356,Pemangkat,ID,2022-01-06 05:04:54,1.1667,108.9667,83.46,74,41,7.11
357,Codrington,AU,2022-01-06 05:04:55,-38.2667,141.9667,73.45,69,71,16.31
358,Wajir,KE,2022-01-06 05:02:16,1.7471,40.0573,80.42,66,56,15.23
359,Sembakung,ID,2022-01-06 05:04:55,3.8167,117.25,80.53,63,100,1.36
360,Xining,CN,2022-01-06 05:05:56,36.6167,101.7667,31.68,28,80,1.74
361,Sinjar,IQ,2022-01-06 05:05:56,36.3209,41.8754,42.8,57,0,2.64
362,Acarau,BR,2022-01-06 05:01:10,-2.8856,-40.12,77.83,83,99,7.9
363,Muroto,JP,2022-01-06 05:05:57,33.2833,134.15,46.65,86,100,9.8
364,Umm Lajj,SA,2022-01-06 05:05:57,25.0213,37.2685,70.16,26,62,7.47
365,Mulchen,CL,2022-01-06 05:01:18,-37.7167,-72.2333,56.39,67,0,4.74
366,Saiki,JP,2022-01-06 05:05:58,32.95,131.9,48.38,83,100,14.23
367,Marmaris,TR,2022-01-06 05:05:58,36.855,28.2742,62.58,89,100,6.96
368,Suileng,CN,2022-01-06 05:05:59,47.25,127.0833,0.72,83,31,5.64
369,Cuamba,MZ,2022-01-06 05:05:59,-14.8031,36.5372,70.48,97,100,2.13
370,Santo Antonio Do Ica,BR,2022-01-06 05:05:59,-3.1022,-67.9397,73.85,97,88,1.61
371,Ulaangom,MN,2022-01-06 05:06:00,49.9811,92.0667,-9.08,90,82,2.21
372,Severo-Kurilsk,RU,2022-01-06 05:06:00,50.6789,156.125,30.11,71,67,8.59
373,Otane,NZ,2022-01-06 05:06:01,-39.8833,176.6333,63.01,81,98,9.91
374,Husum,DE,2022-01-06 05:06:01,54.4858,9.0524,33.91,79,65,2.93
375,Ostersund,SE,2022-01-06 05:06:01,63.1792,14.6357,18.61,92,1,6.91
376,Kiunga,PG,2022-01-06 05:06:02,-6.1219,141.2906,84.74,77,98,5.17
377,Suleja,NG,2022-01-06 05:06:02,9.1758,7.1808,72.75,32,34,4.36
378,Zaysan,KZ,2022-01-06 05:06:03,47.4667,84.8667,23.02,85,97,1.39
379,Winneba,GH,2022-01-06 05:06:03,5.3511,-0.6231,78.94,82,30,3.27
380,Abha,SA,2022-01-06 05:06:04,18.2164,42.5053,52.05,94,75,4.61
381,Timbiqui,CO,2022-01-06 05:06:04,2.7717,-77.6654,73.44,94,100,3.24
382,Sidi Ali,DZ,2022-01-06 05:06:04,36.0998,0.4206,49.03,80,100,12.91
383,Lubbenau,DE,2022-01-06 05:06:05,51.8667,13.9667,35.2,81,70,14.05
384,Nara,JP,2022-01-06 05:06:05,34.6851,135.8049,45.7,50,100,1.25
385,Tallahassee,US,2022-01-06 05:01:17,30.4383,-84.2807,56.62,73,68,0.63
386,Moindou,NC,2022-01-06 05:06:06,-21.6924,165.677,75.15,81,88,6.8
387,Fez,MA,2022-01-06 05:06:06,34.0372,-4.9998,52.05,57,75,16.11
388,Manta,EC,2022-01-06 05:01:31,-0.95,-80.7333,73.76,78,67,8.23
389,Waingapu,ID,2022-01-06 05:06:07,-9.6567,120.2641,83.89,70,64,6.82
390,Bengkulu,ID,2022-01-06 05:06:07,-3.8004,102.2655,83.66,69,98,5.97
391,Ranot,TH,2022-01-06 05:06:08,7.7777,100.3213,82.51,69,16,8.81
392,Lebu,CL,2022-01-06 05:01:31,-37.6167,-73.65,56.21,91,11,15.43
393,Uyuni,BO,2022-01-06 05:06:08,-20.4597,-66.825,52.29,60,25,14.25
394,Okhotsk,RU,2022-01-06 05:06:09,59.3833,143.3,19.87,91,100,3.36
395,Sawakin,SD,2022-01-06 05:06:10,19.1059,37.3321,71.94,63,64,9.71
396,Hasaki,JP,2022-01-06 05:06:10,35.7333,140.8333,35.89,80,100,8.52
397,Petropavlovsk-Kamchatskiy,RU,2022-01-06 05:06:11,53.0452,158.6483,30.79,55,75,13.42
398,Huaicheng,CN,2022-01-06 05:06:11,23.9051,112.1931,69.1,50,61,3.53
399,Pinawa,CA,2022-01-06 05:06:11,50.1489,-95.8811,-9.58,97,100,4.92
400,Sinnamary,GF,2022-01-06 05:06:12,5.3833,-52.95,74.95,91,47,5.91
401,Bo Rai,TH,2022-01-06 05:06:12,12.5728,102.5371,89.76,30,30,7.94
402,Vanavara,RU,2022-01-06 05:06:13,60.34,102.2797,19.42,93,100,7.45
403,Bubaque,GW,2022-01-06 05:06:13,11.2833,-15.8333,78.58,69,35,12.93
404,Caronport,CA,2022-01-06 05:06:14,50.4501,-105.8179,-25.31,99,99,6.62
405,Coquimbo,CL,2022-01-06 05:04:31,-29.9533,-71.3436,62.11,84,16,5.21
406,Santa Cruz Cabralia,BR,2022-01-06 05:07:14,-16.2781,-39.0247,75.43,88,0,4.61
407,Ayagoz,KZ,2022-01-06 05:07:15,47.9714,80.4392,18.66,96,100,5.82
408,Olinda,BR,2022-01-06 05:07:15,-8.0089,-34.8553,80.33,78,40,8.05
409,Acari,PE,2022-01-06 05:07:15,-15.4311,-74.6158,72.54,84,100,3.29
410,Crotone,IT,2022-01-06 05:07:16,39.0851,17.1178,54.01,72,39,9.86
411,Le Vauclin,MQ,2022-01-06 05:07:16,14.5452,-60.8388,75.25,78,75,3.44
412,Zhezkazgan,KZ,2022-01-06 05:07:17,47.8043,67.7144,6.78,85,20,8.95
413,Sunrise Manor,US,2022-01-06 05:04:09,36.2111,-115.0731,52.05,40,1,6.91
414,Halvad,IN,2022-01-06 05:07:18,23.0167,71.1833,65.43,87,100,5.01
415,Portland,US,2022-01-06 05:03:59,45.5234,-122.6762,42.91,94,90,1.01
416,Kendari,ID,2022-01-06 05:07:18,-3.945,122.4989,85.24,65,98,1.21
417,Yeppoon,AU,2022-01-06 05:07:19,-23.1333,150.7333,92.98,65,19,14.88
418,Pontianak,ID,2022-01-06 05:07:19,-0.0333,109.3333,85.98,74,75,3.44
419,Isangel,VU,2022-01-06 05:07:20,-19.55,169.2667,89.71,70,40,4.61
420,Kambove,CD,2022-01-06 05:07:20,-10.8764,26.5969,61.45,98,100,0.94
421,Pangnirtung,CA,2022-01-06 05:07:20,66.1451,-65.7125,0.7,99,100,3.96
422,Matveyevka,RU,2022-01-06 05:07:21,52.15,56.1833,5.95,96,100,4.12
423,Serebryansk,KZ,2022-01-06 05:07:21,49.6925,83.2892,17.15,94,100,1.7
424,Quatre Cocos,MU,2022-01-06 05:07:22,-20.2078,57.7625,83.08,75,100,9.42
425,Port Moresby,PG,2022-01-06 05:07:22,-9.4431,147.1797,77.49,84,100,3.06
426,Sorland,NO,2022-01-06 05:07:22,67.667,12.6934,32.49,54,100,23.29
427,Tokur,RU,2022-01-06 05:07:23,53.1333,132.9,-10.7,85,15,2.42
428,Gao,ML,2022-01-06 05:07:23,16.6362,1.637,60.04,27,76,10.65
429,Orbottyan,HU,2022-01-06 05:07:24,47.6871,19.2824,39.42,57,98,15.64
430,Nola,IT,2022-01-06 05:07:24,40.922,14.5329,54.72,91,99,4.92
431,Znamenskoye,RU,2022-01-06 05:07:25,57.1281,73.8282,-15.77,99,35,2.93
432,Kyzyl-Suu,KG,2022-01-06 05:07:25,42.3414,78.0056,31.89,69,73,1.43
433,Palmer,US,2022-01-06 05:07:25,42.1584,-72.3287,40.21,88,90,1.01
434,Leh,IN,2022-01-06 05:07:26,34.1667,77.5833,20.64,93,100,3.33
435,Marzuq,YE,2022-01-06 05:07:26,14.4,46.4667,61.86,56,81,3.69
436,Stary Sacz,PL,2022-01-06 05:07:27,49.5636,20.635,37.24,92,100,3.85
437,Roma,US,2022-01-06 05:07:27,43.2128,-75.4557,35.46,82,99,5.01
438,Nantucket,US,2022-01-06 05:07:28,41.2835,-70.0995,50.14,94,100,15.75
439,Schattdorf,CH,2022-01-06 05:07:28,46.8655,8.6547,32.13,92,87,3.4
440,Olovyannaya,RU,2022-01-06 05:07:28,50.95,115.5667,1.62,90,26,1.12
441,Verkhnevilyuysk,RU,2022-01-06 05:07:29,63.4453,120.3167,-17.14,88,100,7.58
442,Calvia,ES,2022-01-06 05:07:29,39.5657,2.5062,43.09,86,36,8.01
443,Imbituba,BR,2022-01-06 05:04:52,-28.24,-48.6703,75.81,90,100,12.93
444,Sapouy,BF,2022-01-06 05:07:30,11.5544,-1.7736,64.69,23,68,7.0
445,Kushiro,JP,2022-01-06 05:04:39,42.975,144.3747,27.7,53,1,5.3
446,Portel,BR,2022-01-06 05:07:30,-1.9356,-50.8211,73.02,97,88,3.04
447,Nakhon Thai,TH,2022-01-06 05:07:31,17.1006,100.8374,92.35,31,82,3.36
448,Alkhan-Yurt,RU,2022-01-06 05:07:31,43.2318,45.5723,31.93,60,57,1.07
449,Pacific Grove,US,2022-01-06 05:07:32,36.6177,-121.9166,57.29,92,20,1.01
450,Biak,ID,2022-01-06 05:07:32,-0.9131,122.8766,84.0,68,88,4.43
451,Argentan,FR,2022-01-06 05:07:32,48.75,-0.0167,36.32,77,66,2.15
452,Rancho Palos Verdes,US,2022-01-06 05:07:33,33.7445,-118.387,66.18,56,7,1.99
453,Bani Walid,LY,2022-01-06 05:07:33,31.7566,13.9942,52.63,39,33,9.57
454,Chulym,RU,2022-01-06 05:08:34,55.0997,80.9572,-4.4,98,43,6.49
455,El Alto,PE,2022-01-06 05:08:34,-4.2714,-81.2147,67.57,83,4,12.06
456,Maltahohe,NA,2022-01-06 05:08:35,-24.8333,16.9833,68.04,22,38,3.91
457,Homestead,US,2022-01-06 05:05:53,25.4687,-80.4776,70.0,93,1,0.0
458,Sulangan,PH,2022-01-06 05:08:35,11.1373,123.7228,79.65,71,63,13.69
459,Ust-Maya,RU,2022-01-06 05:08:36,60.4167,134.5333,-36.6,98,61,0.67
460,Vacaria,BR,2022-01-06 05:05:28,-28.5122,-50.9339,59.72,98,100,7.36
461,Chokwe,MZ,2022-01-06 05:08:36,-24.5333,32.9833,78.73,68,46,6.04
462,Atikokan,CA,2022-01-06 05:08:37,48.7555,-91.6216,-4.4,91,100,6.91
463,Hofn,IS,2022-01-06 05:08:37,64.2539,-15.2082,41.25,97,100,36.84
464,Jacareacanga,BR,2022-01-06 05:08:37,-6.2222,-57.7528,72.45,99,99,1.28
465,Khandyga,RU,2022-01-06 05:08:38,62.6667,135.6,-32.06,98,98,2.17
466,Constitucion,CL,2022-01-06 05:08:38,-35.3333,-72.4167,54.99,85,2,10.27
467,Evensk,RU,2022-01-06 05:08:39,61.95,159.2333,11.16,71,7,7.38
468,Emerald,AU,2022-01-06 05:06:13,-23.5333,148.1667,103.33,25,2,10.36
469,Imeni Poliny Osipenko,RU,2022-01-06 05:08:40,52.4201,136.4853,-14.1,91,79,3.0
470,Ordynskoye,RU,2022-01-06 05:08:40,54.3656,81.8994,0.97,97,42,6.31
471,Kenai,US,2022-01-06 05:08:41,60.5544,-151.2583,-3.91,83,1,0.0
472,Port Lincoln,AU,2022-01-06 05:07:48,-34.7333,135.8667,66.97,70,79,20.8
473,Flin Flon,CA,2022-01-06 05:08:41,54.7682,-101.865,-15.29,93,100,7.02
474,Jizan,SA,2022-01-06 05:08:42,17.3333,42.6667,76.68,66,73,2.17
475,Dickinson,US,2022-01-06 05:08:42,29.4608,-95.0513,65.95,91,40,0.0
476,Manzhouli,CN,2022-01-06 05:08:42,49.6,117.4333,5.4,86,25,3.02
477,East Foothills,US,2022-01-06 05:08:43,37.3811,-121.8175,57.61,88,75,1.01
478,Agnibilekrou,CI,2022-01-06 05:08:43,7.1344,-3.2047,67.37,39,30,0.72
479,Loudeac,FR,2022-01-06 05:08:44,48.1783,-2.7543,39.0,80,7,2.51
480,Armidale,AU,2022-01-06 05:08:44,-30.5167,151.65,72.81,62,66,12.21
481,Bar Harbor,US,2022-01-06 05:04:42,44.3876,-68.2039,44.24,87,40,14.0
482,Canto Do Buriti,BR,2022-01-06 05:08:45,-8.11,-42.9444,71.38,91,91,1.63
483,Plettenberg Bay,ZA,2022-01-06 05:08:45,-34.0527,23.3716,67.12,75,37,6.96
484,Lewistown,US,2022-01-06 05:08:46,40.5992,-77.5714,39.94,100,20,0.0
485,Kristiinankaupunki,FI,2022-01-06 05:08:46,62.2743,21.376,10.33,92,46,5.35
486,Ekibastuz,KZ,2022-01-06 05:08:47,51.6667,75.3667,12.42,80,83,8.46
487,Chaozhou,CN,2022-01-06 05:08:47,23.6651,116.6379,68.07,67,80,2.95
488,Sredniy Ikorets,RU,2022-01-06 05:08:47,51.0675,39.7584,35.31,100,100,11.7
489,Tarko-Sale,RU,2022-01-06 05:08:48,64.9225,77.785,-25.89,90,43,10.11
490,Serenje,ZM,2022-01-06 05:08:48,-13.2325,30.2352,62.76,98,100,1.07
491,High Rock,BS,2022-01-06 05:08:49,26.6208,-78.2833,66.22,75,8,13.31
492,Paamiut,GL,2022-01-06 05:08:49,61.994,-49.6678,23.22,69,100,18.77
493,Hopeman,GB,2022-01-06 05:08:50,57.7068,-3.4291,35.42,66,75,11.5
494,Liberal,US,2022-01-06 05:08:50,37.0431,-100.921,15.94,67,1,19.57
495,Matamoros,MX,2022-01-06 05:08:50,25.5333,-103.25,60.12,29,0,4.99
496,Narasannapeta,IN,2022-01-06 05:08:51,18.4167,84.05,76.35,58,15,3.38
497,Canutama,BR,2022-01-06 05:08:51,-6.5339,-64.3831,73.02,98,100,2.21
498,Richards Bay,ZA,2022-01-06 05:08:52,-28.783,32.0377,73.36,88,100,12.68
499,Ati,TD,2022-01-06 05:08:52,13.2154,18.3353,65.05,23,57,8.46
500,Carutapera,BR,2022-01-06 05:09:52,-1.195,-46.02,74.1,93,99,5.48
501,Jacqueville,CI,2022-01-06 05:09:53,5.2052,-4.4146,76.91,79,29,2.55
502,Baruun-Urt,MN,2022-01-06 05:09:53,46.6806,113.2792,14.29,65,1,14.85
503,Lebanon,US,2022-01-06 05:09:54,36.2081,-86.2911,41.22,64,1,8.05
504,Damara,CF,2022-01-06 05:05:09,4.9608,18.7035,71.37,40,97,2.01
505,Homer,US,2022-01-06 05:09:54,59.6425,-151.5483,19.78,83,1,3.44
506,Qurayyat,SA,2022-01-06 05:09:55,31.3318,37.3428,48.69,73,0,7.61
507,Salalah,OM,2022-01-06 05:09:55,17.0151,54.0924,71.69,26,0,16.11
508,Garibaldi,BR,2022-01-06 05:08:11,-29.2561,-51.5336,63.91,97,100,4.03
509,Wainwright,CA,2022-01-06 05:06:19,52.839,-110.8572,-37.61,100,39,3.74
510,Portoviejo,EC,2022-01-06 05:09:56,-1.05,-80.45,74.61,74,86,2.8
511,Ukiah,US,2022-01-06 05:09:56,39.1502,-123.2078,52.52,92,75,0.0
512,Mandalgovi,MN,2022-01-06 05:09:57,45.7625,106.2708,18.77,29,0,10.94
513,Axim,GH,2022-01-06 05:09:57,4.8699,-2.2405,78.12,85,47,4.99
514,Gat,IL,2022-01-06 05:06:03,31.61,34.7642,45.28,81,0,2.64
515,San Vicente,AR,2022-01-06 05:09:58,-26.6167,-54.1333,65.1,87,45,7.52
516,Korla,CN,2022-01-06 05:09:58,41.7597,86.1469,28.38,43,100,2.01
517,Karatsu,JP,2022-01-06 05:09:59,33.4425,129.9697,55.02,25,64,5.99
518,Sergeyevka,KZ,2022-01-06 05:09:59,53.88,67.4158,16.66,96,99,5.7
519,Tamandare,BR,2022-01-06 05:10:00,-8.7597,-35.1047,77.68,79,18,6.11
520,Nalut,LY,2022-01-06 05:10:01,30.3333,10.85,48.36,50,59,8.21
521,Karasjok,NO,2022-01-06 05:10:01,69.4719,25.5112,6.91,98,99,4.68
522,Te Anau,NZ,2022-01-06 05:08:19,-45.4167,167.7167,60.06,42,51,6.53
523,Hualmay,PE,2022-01-06 05:10:02,-11.0964,-77.6139,69.12,87,93,7.2
524,Shetpe,KZ,2022-01-06 05:10:02,44.1667,52.1167,29.79,84,54,6.38
525,Svencionys,LT,2022-01-06 05:10:03,55.15,26.1667,31.78,90,98,11.88
526,Kaiyuan,CN,2022-01-06 05:10:03,23.6977,103.3037,65.64,49,38,3.53
527,Grojec,PL,2022-01-06 05:10:04,51.8625,20.8676,38.39,94,97,16.64
528,Coahuayana,MX,2022-01-06 05:10:04,18.7333,-103.6833,69.03,90,6,3.44
529,Amapa,BR,2022-01-06 05:10:04,1.0,-52.0,70.09,100,71,1.66
530,Sur,OM,2022-01-06 05:10:05,22.5667,59.5289,69.85,52,0,2.46
531,Fort Abbas,PK,2022-01-06 05:10:05,29.1925,72.8536,56.97,75,7,6.96
532,Guajara,BR,2022-01-06 05:10:06,-2.9667,-57.6667,75.0,92,100,1.19
533,Mahdasht,IR,2022-01-06 05:10:06,35.7299,50.8111,41.22,74,0,4.61
534,Manyana,BW,2022-01-06 05:10:07,-23.4,21.7167,72.19,62,99,7.83
535,Lucapa,AO,2022-01-06 05:10:07,-8.4192,20.7447,65.32,98,100,1.39
536,Kodino,RU,2022-01-06 05:10:07,63.7198,39.6447,19.26,94,100,8.9
537,Bilozerka,UA,2022-01-06 05:10:08,46.6248,32.4425,43.86,93,90,8.88
538,Arlit,NE,2022-01-06 05:10:08,18.7369,7.3853,59.07,26,10,7.16
539,Lukovetskiy,RU,2022-01-06 05:10:09,64.2956,41.9211,15.78,93,100,9.04
540,Patos De Minas,BR,2022-01-06 05:10:09,-18.5789,-46.5181,69.31,98,100,2.73
541,Champerico,GT,2022-01-06 05:10:09,14.3,-91.9167,78.04,73,17,4.29
542,Congonhas,BR,2022-01-06 05:10:10,-20.4997,-43.8578,66.6,98,100,6.26
543,San Policarpo,PH,2022-01-06 05:10:10,12.1791,125.5072,80.92,75,70,12.35
544,Trat,TH,2022-01-06 05:10:11,12.5,102.5,89.91,28,29,9.62
545,Hirara,JP,2022-01-06 05:10:11,24.8,125.2833,68.99,73,100,24.87
546,Guerrero Negro,MX,2022-01-06 05:11:11,27.9769,-114.0611,59.99,73,10,7.96
547,Gladstone,AU,2022-01-06 05:11:12,-23.85,151.25,89.53,55,31,11.5
548,Tulum,MX,2022-01-06 05:11:12,20.2167,-87.4667,70.93,91,69,3.27
549,College Station,US,2022-01-06 05:11:13,30.628,-96.3344,55.74,73,1,3.44
550,Dwarka,IN,2022-01-06 05:11:13,22.2394,68.9678,67.32,87,100,6.04
551,Maracas,BR,2022-01-06 05:11:13,-13.4411,-40.4308,62.26,97,97,4.36
552,Gisborne,NZ,2022-01-06 05:11:14,-38.6533,178.0042,67.95,86,95,13.91
553,Vikulovo,RU,2022-01-06 05:11:14,56.8167,70.6107,-19.03,99,60,4.18
554,Hami,CN,2022-01-06 05:11:15,42.8,93.45,26.83,37,100,6.73
555,Antibes,FR,2022-01-06 05:11:15,43.5624,7.1278,51.1,81,90,5.75
556,Lasa,IT,2022-01-06 05:11:16,46.6166,10.7002,23.74,89,98,7.52
557,Port Hedland,AU,2022-01-06 05:11:16,-20.3167,118.5667,93.25,55,10,17.27
558,Kuliyapitiya,LK,2022-01-06 05:11:16,7.4688,80.0401,86.34,57,99,11.95
559,Brae,GB,2022-01-06 05:11:17,60.3964,-1.353,39.11,66,72,8.61
560,Atasu,KZ,2022-01-06 05:11:17,48.6814,71.6433,14.85,87,100,3.91
561,Nuuk,GL,2022-01-06 05:11:18,64.1835,-51.7216,23.61,74,75,9.22
562,Morant Bay,JM,2022-01-06 05:11:18,17.8815,-76.4093,71.62,70,0,6.24
563,Mishkino,RU,2022-01-06 05:11:18,55.3389,63.9175,-15.18,100,28,4.38
564,Sola,VU,2022-01-06 05:11:19,-13.8833,167.55,82.31,73,99,13.51
565,Rock Springs,US,2022-01-06 05:08:06,41.5875,-109.2029,31.05,79,100,7.0
566,Kowary,PL,2022-01-06 05:11:19,50.7931,15.8356,36.36,95,99,9.04
567,San Jeronimo,PE,2022-01-06 05:11:20,-11.9472,-75.2829,51.39,78,85,1.72
568,Ferkessedougou,CI,2022-01-06 05:11:20,9.6,-5.2,70.02,25,52,5.1
569,Ayame,CI,2022-01-06 05:11:21,5.6083,-3.1563,74.1,93,15,2.3
570,Aktash,RU,2022-01-06 05:11:21,50.3,87.7333,13.42,87,100,3.8
571,Virginia Beach,US,2022-01-06 05:11:21,36.8529,-75.978,48.42,95,75,12.66
572,Sibu,MY,2022-01-06 05:11:22,2.3,111.8167,86.22,71,81,1.77
573,Porto Belo,BR,2022-01-06 05:11:22,-27.1578,-48.5531,74.16,88,100,6.55
574,Uva,RU,2022-01-06 05:11:23,56.9908,52.1852,4.66,84,100,11.14
575,Bukachacha,RU,2022-01-06 05:11:23,52.9833,116.9167,4.5,80,10,2.48
576,Desbiens,CA,2022-01-06 05:11:24,48.4178,-71.9495,19.72,96,100,5.28
577,Vestmanna,FO,2022-01-06 05:11:24,62.1564,-7.1664,36.52,75,90,20.71
578,Tezu,IN,2022-01-06 05:11:24,27.9167,96.1667,74.46,26,38,4.21
579,Stornoway,GB,2022-01-06 05:11:25,58.2093,-6.3865,41.94,72,75,8.99
580,Puerto Leguizamo,CO,2022-01-06 05:11:25,-0.1934,-74.7819,75.76,57,99,2.13
